job_title,company_name,company_location,total_salary,City,State,link
Software Engineer- UI Path,UKG (Ultimate Kronos Group),"Noida, Uttar Pradesh",Not Applicable,Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=967e9f5e4e94de19&bb=AMDQo5jjTTvaSZaMu4y4REXbSgSA2Ev_8H9HUF_Eh-zsAWcUJ4xOV8Vu29ZPLCXOgEhAAqXLdGVo79_lC-Mn3nxiFyWdowQMbn4hTz4orM8%3D&xkcb=SoBD67M3G1YAnISnWZ0PbzkdCdPP&fccid=0d1386ca25efa609&vjs=3
Backend Developer,Thriwe Consulting,"Saket, Delhi",Not Applicable,Saket,Delhi,https://in.indeed.com/rc/clk?jk=ed59b58c3aa68746&bb=AMDQo5jjTTvaSZaMu4y4RNAdNzaIoH2-oLw289aeanEH9j9bVus0qkB52ESgcpg7tZLurCW1X0wYwozSPQrIOsfUoVkzv86tulSyTAfm6z4%3D&xkcb=SoD367M3G1YAnISnWZ0ObzkdCdPP&fccid=d425dd3ea61c0b69&vjs=3
"Software Engineer, Backend",Cosm,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=b28c539a2e1b8215&bb=AMDQo5jjTTvaSZaMu4y4RPRc5OylLIFij6VNhAjbFXyZP_ucCpYU1nxjAO_p63tJMzQ7fzfB1kBOzLeJ0wK3z2o5dkTGbou90Ow_Wxd1hc0%3D&xkcb=SoBq67M3G1YAnISnWZ0NbzkdCdPP&fccid=81712f640a91b192&vjs=3
Sr/Lead DevOps Engineer,Infra360 Solutions Pvt Ltd,"Gurgaon, Haryana",1750000.0,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=c6c31cfd37c35378&bb=AMDQo5jjTTvaSZaMu4y4RGk8LnmRuXl8AN4a24qoGj4nTg3JCd0tZ1SSqeDIvp1IKGSA50iGYq7IMnnX8ZUuUZQ2VxqnQBooMlQ1a_kU94s%3D&xkcb=SoDe67M3G1YAnISnWZ0MbzkdCdPP&fccid=c2d63467acbb3c01&cmp=Infra360-Solutions-Pvt-Ltd&ti=Development+Operations+Engineer&vjs=3
WordPress Developer,Eyemantra,"Paschim Vihar, Delhi, Delhi",Not Applicable,Paschim Vihar,Delhi,https://in.indeed.com/rc/clk?jk=e15a46ecac98bd95&bb=AMDQo5jjTTvaSZaMu4y4ROHfOHjQN1aMyo-xNNIqv9ZAHtbmi_FNjaW_zsjM--ybto-6MPXxC7Z4cj9-N2mFCVg1rJ1sP3QHWCgul-tdjnU%3D&xkcb=SoA367M3G1YAnISnWZ0DbzkdCdPP&fccid=6cdb1b9881a9db2c&vjs=3
DevOps Engineer,Uvation,"Delhi, Delhi",Not Applicable,Delhi,Delhi,https://in.indeed.com/rc/clk?jk=89dd7283f9d9abd5&bb=AMDQo5jjTTvaSZaMu4y4RN3ChCSobf7sdrhVIVnpJzW9roXiPa_EDwpHVGpHM4t4jn1bdQ84MlzPyR3LWN-ccfyxUbEullaWfKB0Lpxk3Q8%3D&xkcb=SoCD67M3G1YAnISnWZ0CbzkdCdPP&fccid=ade7c615896d91f4&vjs=3
React. JS Developer,iSHR,"New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=0810d511b357eddf&bb=AMDQo5jjTTvaSZaMu4y4RO-MeirGUdcq8OEUxaPxTLpMxh5veIMQ-He8N3pyJR1NG-GSgoYVac54h-0smcEhyCwKkJw1r6LLvtYPOiJPG9A%3D&xkcb=SoAe67M3G1YAnISnWZ0BbzkdCdPP&fccid=422ecd7de5ca675a&vjs=3
Infrastructure Software Developer (INDIA),Trexquant Investment,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=4330134932156097&bb=AMDQo5jjTTvaSZaMu4y4RO9LEYWcViReqgWdqZKeYNt5OeCDGvKNcApF2Pi8lRR1HbGeflDvf6UFF3qZDhGJ9TdjOTAUC7USrOLOR-qyuvo%3D&xkcb=SoCq67M3G1YAnISnWZ0AbzkdCdPP&fccid=2392b9b7c9d3bcb3&vjs=3
Senior DevOps Engineer,ArabyAds,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=0514cda0667c912d&bb=AMDQo5jjTTvaSZaMu4y4RII6NUMnblCfiWhvoZvYD5P_9xWy17-8Az2rCZVTsyWJuqGibtHuFhOdcYVuhYIQIrTA8LWQhuN6fwWMuTLDiM0%3D&xkcb=SoAk67M3G1YAnISnWZ0HbzkdCdPP&fccid=c87dee5488bbc892&vjs=3
Sr. Odoo Developer/ERP Developer,VIMDHYA SERVICES,"Greater Noida, Uttar Pradesh",1100000.22,Greater Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=9f05349286b5a25d&bb=AMDQo5jjTTvaSZaMu4y4RAfkCoUMqVyRs5XV20xCV7wBvwSbuUaym_XadvjjY595H2CqpJFQPQbu2e94kUdUqa2VDENJfEDTe7xCik8f4Ys%3D&xkcb=SoCQ67M3G1YAnISnWZ0GbzkdCdPP&fccid=c1eb1868cd47fe49&cmp=Vimdhya-Services&ti=Senior+Developer&vjs=3
"DevOps CI/CD Engineer (Windows, Linux, MacOs)",ROHDE & SCHWARZ GmbH & Co. KG,"New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=061e1d9618c89f36&bb=AMDQo5jjTTvaSZaMu4y4RIesxNtF100CC7nzsR5ghi3pXKtGof_FeTe2Q6SoP_4qiVFgJSUfPNMZNFGF9XCCUt43o4V8x-BNQ2SrlSV9tkY%3D&xkcb=SoAN67M3G1YAnISnWZ0FbzkdCdPP&fccid=b5c03f369c8d2b82&vjs=3
Linux Packaging Developer & Service Expert,ROHDE & SCHWARZ GmbH & Co. KG,"New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=4d3271ae80657a5b&bb=zfgqXpqDvPc4lrb0ro3AyrL9mVnUGwuPDY506tVkM3Aryv3xIFd2z7e5Hr4h60OZ&xkcb=SoDE67M3G1Yd0XRig50LbzkdCdPP&fccid=b5c03f369c8d2b82&vjs=3
"IT Engineer,Software,Advanced",SCALABLE Network Technologies,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=f4d0f1852fa49ad6&bb=pc46hdyeLFkPrpZ-24xYMkAj2SoT7YCgpVz3wEWGS8eM9ip5k1G5r9BqJ1JyJyQN&xkcb=SoCB67M3G1Yd0Xxig50LbzkdCdPP&fccid=d072500b76ca23c2&vjs=3
Backend Developer,FxConsulting,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=cb428ee10bc9937d&bb=pc46hdyeLFkSgYdVTubd9WhZni8J-XfLQG_CtyJF0hSwUAvYbI8gdwFJ4hVsopXO&xkcb=SoCo67M3G1Yd0Xxig50JbzkdCdPP&fccid=bba9477604669af5&vjs=3
Automation and Manual Tester,Ebslon Infotech PVT LTD,"New Delhi, Delhi",240000.0,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=e5b570b3869f55ec&bb=djGIdbxC0QX2vak-iLFfcueqY_W1v4XmJI9CCH8Yaaa0PPeC4nKIUJxUiDJAo-M0&xkcb=SoAP67M3G1Yd0WRig50LbzkdCdPP&fccid=fd142846c5baca59&cmp=Ebslon-Infotech-PVT-LTD&ti=Automation+Engineer&vjs=3
Data Analyst - Remote,Jakebrake Logistics,"New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=dd3f31384114c051&bb=bXg8KVokcHVGnD_uDe5ObeC8s9pSPpI0ZRvSTdiHV6RREQPZ59ABP0-ogLToOtWA&xkcb=SoBK67M3G1Yd0Wxig50LbzkdCdPP&fccid=3a573618806450d0&cmp=Jakebrake-Logistics&ti=Data+Analyst&vjs=3
Backend Technical Lead,Squareboat,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=a82946fd909b0063&bb=Vh3JKTDOHB_5vj2H3pJVpBaX8Fx2ZpCeE_KOjnemVtlXlwWZ4vojiF60zBd9faxj&xkcb=SoD867M3G1Yd0RRig50LbzkdCdPP&fccid=7545d1c74b8bc8c1&vjs=3
Backend Developer,Tripoto,"New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=08e8899def59a398&bb=Vh3JKTDOHB-Verg31r1KYcmLGDQxQNE9hDT-HmuBQAdjQmBo7ncma6XyRuZXKggF&xkcb=SoDv67M3G1Yd0RRig50PbzkdCdPP&fccid=15cd3689e5b0a53c&vjs=3
Technical Support Escalation Engineer,PubNub,"New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=c000eb10384e39a0&bb=kcCCjYOjb9Gg-_aKwaG0zUWttuoaQGE_RFcnFlluBuGRkBDGVwdAztBnsflQe42_&xkcb=SoC567M3G1Yd0Rxig50LbzkdCdPP&fccid=8e4e5cd1b0da1031&vjs=3
Business Intelligence Developer,Algoscale,"Noida, Uttar Pradesh",Not Applicable,Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=8c5c975d1976a666&bb=kcCCjYOjb9EwLxmbrNvn3t69m7oevZlBWcULcxF1VUuDbo6mmMc-YBlbz3rYjvSK&xkcb=SoCQ67M3G1Yd0Rxig50JbzkdCdPP&fccid=1c15201d5c45a1d0&vjs=3
"Consultant - RPA Developer, Automation Anywhere",Genpact,"Noida, Uttar Pradesh",Not Applicable,Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=d75f4e9de593ac18&bb=f_VJfPQefY7m0K717OkWM6TVLvSDwt-HNHCryekt8WZVXEtsZV-LuqrSNhuN3Irf&xkcb=SoCq67M3G1Yd0Rxig50PbzkdCdPP&fccid=afe30394bfba1470&vjs=3
Jr. Backend Developer,3 Dots Consultants,"Delhi, Delhi",400000.0,Delhi,Delhi,https://in.indeed.com/rc/clk?jk=d2f29dc779f5f078&bb=f_VJfPQefY5xsFVvzZ7d-brsMcfAwMPiPWydK0b5KmeqLLesPn1B_1Hnfxls8B8h&xkcb=SoCD67M3G1Yd0QRig50KbzkdCdPP&fccid=63d08a6cfbe0ae8e&cmp=3-Dots-Consultants&ti=Back+End+Developer&vjs=3
Sr. Node.js Developer/Tech Lead,RV Online Gaming,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=e2483eb58a300029&bb=v5VggFMq2ftikSJ1wofcgLdPQ8IJb4b6SM-Qiq2iI8PlFQ1ggSYQrEkBA7guebln&xkcb=SoDG67M3G1Yd0Qxig50KbzkdCdPP&fccid=d694cb6d998ccae2&vjs=3
RPA UiPath Developer,Rapsys Technologies,"Greater Noida, Uttar Pradesh",Not Applicable,Greater Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=ebfd2146c43864ca&bb=v5VggFMq2fvn_V5rS6j5FWGrnq0B633nnPg8-i3qGIZjRJWiyGqWegSdGayiK4IM&xkcb=SoDv67M3G1Yd0Qxig50IbzkdCdPP&fccid=2ee7e763025b1d5d&cmp=Rapsys-Technologies-Pte.-Ltd&ti=Developer&vjs=3
Software Development Engineer III,Expedia Group,"Gurgaon, Gurugram, Haryana",Not Applicable,Gurgaon,Gurugram,https://in.indeed.com/rc/clk?jk=cb78e11327ca32ce&bb=91kNTU7fb8KoBfaylK458GzFlTIzhj89gBPZs_UKeYwsTX-Q5OSiz2K9f63FYGAW&xkcb=SoAC67M3G1Yd0TRig50JbzkdCdPP&fccid=160efb82f2462f14&vjs=3
Full Stack Developer,Imurgence,"New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=da2e4ec58c122767&bb=91kNTU7fb8JY9RPIs4LXcSU6kV9gljHOSMD9_7DKlvWeK4cg1DseEce3Z06TGERZ&xkcb=SoAR67M3G1Yd0TRig50NbzkdCdPP&fccid=cd8492a732b8eb63&vjs=3
Manager - Web Development,Myrealdata.,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=e8c511c674718663&bb=n_z0ld8MSrD8lj3E6KXDd9w21cVKdPEvNGhf0dhjc9k84NrdwERAZ_vLHyp8Zizt&xkcb=SoC867M3G1YYjbR9IB0LbzkdCdPP&fccid=4c0e7f98a01b0738&vjs=3
Technical Lead,Contify,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=f7e1909ceac50712&bb=n_z0ld8MSrD3n33qw3GtwN10FZvwV9Rkds35yMHUjO8beHXcvYh7mF5pmRRFeRwl&xkcb=SoCG67M3G1YYjbR9IB0NbzkdCdPP&fccid=eacf104354817a16&vjs=3
System Architect,Anuview,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=63bd4aaa09d96f76&bb=oshF-fvQo5gGAJGcjGihW1fy54zngB9nEVVEkaLKB3fz7eW5apoAtZNTBDeivSOc&xkcb=SoBN67M3G1YYjbx9IB0KbzkdCdPP&fccid=e5f32920c98e523d&vjs=3
Odoo Tester,Innoage Technologies Pvt. Ltd.,"Greater Noida, Uttar Pradesh",700000.0,Greater Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=31b682f9d2d26813&bb=oshF-fvQo5hMMjROBNCjLx8UZ_7QOa_tEFdzN4B97OGBtYbXp8CpIrureyiP2AM-&xkcb=SoBk67M3G1YYjbx9IB0IbzkdCdPP&fccid=baa3431bf6f5ab1f&cmp=Innoage-Technologies-Pvt.-Ltd.&ti=Odoo+Tester&vjs=3
PHP Developer,Copper Digital,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=ab03567ca53df119&bb=3Jhk7ko_NUphpd9aHznKT-x_VgslmJd3brp2cf7CyVCZHPVhJiee8MnVsTtKcgOe&xkcb=SoBe67M3G1YYjaR9IB0JbzkdCdPP&fccid=e8e8e1acd1b48271&vjs=3
Senior Software Developer,Sujata Computers,"New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=10c2d76a2817833b&bb=3Jhk7ko_NUqt05a-SLQLmAe9MODAzt_MpBF77ujQFQRou-ttNb1AWJOpaz566zxI&xkcb=SoBk67M3G1YYjaR9IB0PbzkdCdPP&fccid=018a2869561b31f0&vjs=3
"Full Stack Engineer (Node, React & Postgres)",Blue Sky Analytics,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=1910d3e4f81aa44f&bb=EBeUSfydvWeFHXnQmiBa_HuIz-YrphDAKff6rLeKI0ZAiqoYfhUw3drJlE26MiFG&xkcb=SoAb67M3G1YYjax9IB0JbzkdCdPP&fccid=4210f48b663defe2&vjs=3
Full Stack Developer,Tripoto,"New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=116a72851088cd87&bb=EBeUSfydvWeczRo-PH1pvb7LCO3oVeUxELCAHk1zJSLL-9TgnrHw5IAhCaGlnLkV&xkcb=SoAh67M3G1YYjax9IB0PbzkdCdPP&fccid=15cd3689e5b0a53c&vjs=3
"(Worldpay) ETL Developer 6-9 years(Scala, AWS, Apache Spark)",FIS Global,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=1b4efaa7093974cc&bb=EBeUSfydvWfZq8T0CfWefZFcxVlmrMHHxkCQfug-URqkn4luzd46ivuiZzzNTMZc&xkcb=SoAI67M3G1YYjax9IB0NbzkdCdPP&fccid=74e36d81c894b4b7&vjs=3
Android Developer,Webnoo Technologies,"Noida, Uttar Pradesh",250000.0,Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=a83bedc35c60a18a&bb=bXr0P0vCs_Kv5jMPCvwSHSehk3aQlo668faunWX9SKgiSzHCS7JXQhHpNciFIbBG&xkcb=SoDA67M3G1YYjFR9IB0KbzkdCdPP&fccid=f62fcb556fae3e11&vjs=3
Software Engineer-Back End Kiosk,"Tillster, Inc.","New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=3d37c9678d915ffd&bb=bXr0P0vCs_IcdcZ5BBf_OJAMQar2yPM4WW4-g4EAuVNuV5TcKtCyaW-AgxfOsMPv&xkcb=SoDp67M3G1YYjFR9IB0IbzkdCdPP&fccid=b431fc8a18ae4fa3&vjs=3
Azure Technical Lead,AugmatrixGo,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=23f0f16619825523&bb=bXr0P0vCs_KDuyITFvlWlotgYdYet1ockZY6qXyO_RmdTEBoyvrMLhxvaV1AEn9r&xkcb=SoDT67M3G1YYjFR9IB0ObzkdCdPP&fccid=20c2fc0d5a7bdcde&vjs=3
Data Engineer,Petras Solutions Pvt Ltd,"Delhi, Delhi",1018167.0,Delhi,Delhi,https://in.indeed.com/rc/clk?jk=6a14aaa0ed6d9f92&bb=V-KRNQiGHwJgBRyxlDCr1XizbbgzRlbUufjB_4W-vUPWn1CLvHBnzQcTKy3VeTwB&xkcb=SoCF67M3G1YYjFx9IB0KbzkdCdPP&fccid=a885e723c1760a85&cmp=Petras-Solutions-Pvt-Ltd&ti=Data+Engineer&vjs=3
Full Stack Developer,Acropolis Infotech,"New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=c8306e5aaed35ed8&bb=jD-zMQdC8EoqYD3VkotZPhR_ucEe6xV9Y8oT41PS3puKUSwaE_VJmr-g9_erWSAT&xkcb=SoBp67M3G1YVM3AChD0LbzkdCdPP&fccid=da4eaae8c7a1bf87&vjs=3
SAP Project System (PS) Application Developer,Accenture,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=2bef016c36083491&bb=maAZOahkzIzLlQNJfFlgt-W-P9bVL6HpWcpl6w-bD1J2h3g9iNS02TMfmw9JpqBY&xkcb=SoAF67M3G1YVM3gChD0JbzkdCdPP&fccid=a4e4e2eaf26690c9&vjs=3
"Senior/Lead Engineer - Python, Automation",Thales,"Noida, Uttar Pradesh",Not Applicable,Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=e7be60305acca366&bb=maAZOahkzIztfKY7uYqggAuXSIx8-zrz7v4kO8O3V6q9tF9h8ZyVJDWil0KPEq0r&xkcb=SoCi67M3G1YVM3gChD0MbzkdCdPP&fccid=b920aab5fd60595d&vjs=3
Full Stack Developer,HikeQA,"Noida, Uttar Pradesh",Not Applicable,Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=b81e036e31ef56c0&bb=bOcsDRgzs7ETUhEOCA3DgKC-QVbfb0Wyww5Jxo6MQrIA51HM2YcQlT7c5txPLzTr&xkcb=SoAW67M3G1YVM2AChD0KbzkdCdPP&fccid=5bc93fb646fa88f4&vjs=3
AWS Devops Trainee,I2K2 Networks,"Noida, Uttar Pradesh",162000.0,Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=a3f37f4cc85053b1&bb=bOcsDRgzs7FbS05yjXSNfNycx8APFhOg9OM9eG_ylqm-gOqR4crQcn9QhWu5Saqj&xkcb=SoA_67M3G1YVM2AChD0IbzkdCdPP&fccid=b3cc3aa2246cb7f1&cmp=I2K2-Networks&ti=Development+Operations+Engineer&vjs=3
Fullstack Developer,AugmatrixGo,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=5e8b60dc820024a9&bb=QyXhRMB9i6BBaBnYnQg6kNQ0upMpR_iBe3dKV_a-zK6WymkxcmPPufwd-gtX89Be&xkcb=SoBT67M3G1YVM2gChD0KbzkdCdPP&fccid=20c2fc0d5a7bdcde&vjs=3
Lead Full Stack Developer,Butterfly Technology,"Delhi, Delhi",700000.0,Delhi,Delhi,https://in.indeed.com/rc/clk?jk=437a80d539947766&bb=QyXhRMB9i6B8-xcSwK1o6Xw-0wDAfMqRfXCCdtmWGb0VI_wLaevAUBLCw6DVgR2l&xkcb=SoD067M3G1YVM2gChD0PbzkdCdPP&fccid=f1288b7d03f36d71&cmp=Butterfly-Technology&ti=Full+Stack+Developer&vjs=3
ArcGIS Developer,RMSI,"Noida, Uttar Pradesh",Not Applicable,Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=854ee75b29cc16c5&bb=dj4mUC2CFE9N53zvOJExC21jpQCuywAIR6AJniMYu3TwA2CL-pKFR-baW-PzYQzp&xkcb=SoBR67M3G1YVMxAChD0LbzkdCdPP&fccid=55936fd4c73e5a94&vjs=3
Embedded Developer,HashStudioz,"Delhi, Delhi",Not Applicable,Delhi,Delhi,https://in.indeed.com/rc/clk?jk=4a518573e47ba8f4&bb=dj4mUC2CFE-z1S_6mptEUpat-uPL-y_PUdar_pCJLuXNb4NJr8zxaQPQMtyGIe8m&xkcb=SoB467M3G1YVMxAChD0JbzkdCdPP&fccid=1d4f992d1c8571f7&vjs=3
"Java Full Stack Software Engineer, Associate",BlackRock,"Gurgaon, Gurugram, Haryana",Not Applicable,Gurgaon,Gurugram,https://in.indeed.com/rc/clk?jk=d8eef8e744b5350d&bb=Ep9SlMebntngkCdjJbCuAYCr3-WQorT7P2NVoGl7kWno1IW5FMOhHPwOMBYRzBz1&xkcb=SoAU67M3G1YVMxgChD0LbzkdCdPP&fccid=58c732f14833248a&vjs=3
Linux Application Developer,Persystent Consultancy Services,"Noida, Uttar Pradesh",900000.0,Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=36e135f33322dc54&bb=Ep9SlMebntlGcS-FnJ5PHAG2QbCypKeOY8uGyqI37Bg2A_Bv-XvXfTJRLysg3y27&xkcb=SoAH67M3G1YVMxgChD0PbzkdCdPP&fccid=aad9a3fb8261aada&vjs=3
ODOO Developer,Xonier Technologies,"Noida, Uttar Pradesh",Not Applicable,Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=c3a14290eac2890f&bb=5yd0smVcN7y7uhvFlAZr3uItSrFBka4nnNo1PCDqSsG863kN1natlt8YdKjdDiNL&xkcb=SoAu67M3G1YVMwAChD0KbzkdCdPP&fccid=a93001f54d0dff0a&vjs=3
Trainer - Data Science & Artificial Intelligence,Mapcom info Solution Limited,"Delhi, Delhi",300000.0,Delhi,Delhi,https://in.indeed.com/rc/clk?jk=45b337e3dce3fb37&bb=5yd0smVcN7wBH-Ya5gZyHBp6bO4ROh_Wn8N0lJzPCgbhZKn_4iZXXX-Z6FOn6I-I&xkcb=SoCJ67M3G1YVMwAChD0PbzkdCdPP&fccid=f0ed4138e91ebe2c&cmp=Mapcom-info-Solution-Limited&ti=Data+Scientist&vjs=3
PhP Developer and Phython Developer,Legitquest,"New Delhi, Delhi",510000.0,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=292933f66f0f59d1&bb=Ty5f03RSJwtxlk_5YpcXaXJxKsRWOAw1yrMVvHD1VQvb5OvXSnM5ZoYPs2D25sG6&xkcb=SoBr67M3G1YVMwgChD0KbzkdCdPP&fccid=7cdff7e823557761&cmp=Legitquest&ti=PHP+Developer&vjs=3
Senior .Net Developer,Decision Point,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=c3b81c627b6fd1b6&bb=Ty5f03RSJwut-WU6RCbiU78BZqABV0eoxt4axBy90gzSVAdplaUs_O_FM98A6mHp&xkcb=SoBC67M3G1YVMwgChD0IbzkdCdPP&fccid=721b61d9e893557e&vjs=3
Engineer- Digital Data Development,XL Catlin,"Gurgaon, Haryana",Not Applicable,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=636cf8ea5a2b6687&bb=vqjYoW7Hky_1WTouEjYDvZRGKusEUEp0dX0yrrN6bG5Ix2clvF5_4Z_2peDn4-MGe90WYzixxndragoVtErMbynM-V8p7PTdxPmID-kM2C0%3D&xkcb=SoBf67M3G1YSWqQsXJ0LbzkdCdPP&fccid=29e4aa7e4c4a93db&vjs=3
ERP Back-end Developer,HRCONNECT CONSULTANCY SERVICES PTE LTD,"New Delhi, Delhi",480000.0,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=017ffe7175b5a6a7&bb=vqjYoW7Hky_1WTouEjYDvUce-AiGN0-1js7LmgQgEFhBQyB2IIAA17F4S1RYQHvzDHto3qPS1mU4QCBlSP6nbzMiC8u95fd_ecDbnJ7Zm8A%3D&xkcb=SoDr67M3G1YSWqQsXJ0KbzkdCdPP&fccid=0def6a961e743d6c&cmp=HRCONNECT-CONSULTANCY-SERVICES-PTE-LTD&ti=Back+End+Developer&vjs=3
Full Stack Software Engineer,Brainsearch Consulting Pvt Ltd,"Gurgaon, Haryana",1400000.0,Gurgaon,Haryana,https://in.indeed.com/rc/clk?jk=67b244b537ff93af&bb=vqjYoW7Hky_1WTouEjYDvZRGKusEUEp0oISJd1wyIC-cq9gkytCUXauv1hkXssWoqJ5rgQAJ_SLFhlpKEID8MSaUrP8TQhPSK8bZBSfsTj8%3D&xkcb=SoB267M3G1YSWqQsXJ0JbzkdCdPP&fccid=f714800c605dde7f&cmp=BrainSearch-Consulting-Pvt-Ltd&ti=Full+Stack+Developer&vjs=3
Site Reliability Engineer,Semarchy,"New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=86bd35e3f51e6591&bb=vqjYoW7Hky_1WTouEjYDvSzJP89c-8xaTja38MG1yg0h0zK5iTf5OcBrgx6NGttIs_KDym0X8WdrmD1E61cLvAbiWRIDD_mlNqd7lqmTG2E%3D&xkcb=SoDC67M3G1YSWqQsXJ0IbzkdCdPP&fccid=e5fc99259cb8f9aa&vjs=3
Software Engineer – Android Developer,Gram Vaani Community Media Pvt. Ltd.,"New Delhi, Delhi",Not Applicable,New Delhi,Delhi,https://in.indeed.com/rc/clk?jk=a87a2839d6bb2ca4&bb=vqjYoW7Hky_1WTouEjYDvR5R-aQ_Ocnoo1m77-3H4GBc7nkOoG_-bWXOnDDbchT2WaFzJ6G4iYpJy4HXiXJG8g_kj1213kDpRgwM-B3CaMI%3D&xkcb=SoBM67M3G1YSWqQsXJ0PbzkdCdPP&fccid=f603ad88eeb57b39&vjs=3
DevOps - Amazon/AWS [I+S/E2-JM1],vinove,"Noida, Uttar Pradesh",1350000.0,Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=c4cd8cc8606d4d6d&bb=vqjYoW7Hky_1WTouEjYDvcNlfDtLldAT0X74FSrd5czGMTLEU548qHEabFgOGN0_Wb0jnO55bhfQKkBZl70VVk7sk-7xfqUwnRFvFB6Cvc4%3D&xkcb=SoD467M3G1YSWqQsXJ0ObzkdCdPP&fccid=7b3c779784e45fc1&vjs=3
ELK DEVELOPER,Coforge Ltd.,"Noida, Uttar Pradesh",Not Applicable,Noida,Uttar Pradesh,https://in.indeed.com/rc/clk?jk=50ced6aaf946d13d&bb=vqjYoW7Hky_1WTouEjYDvfjoSn0BH7ERU7VhQ0D2UEge33cHXnkLf6E6rbZHRd-nrFvN4Y3B2hZvXm6BrZa7yOiJ3UWqV-MbSA0_z0BDYGg%3D&xkcb=SoBl67M3G1YSWqQsXJ0NbzkdCdPP&fccid=5e6e46282ff9fe8f&vjs=3
